4.783925143953933912e+02 3.744155470249518203e+02
5.797514395393473023e+02 4.831909788867560565e+02
8.949529750479845234e+02 4.263310940499038111e+02
1.271958733205374301e+03 5.017322456813818121e+02
1.563674664107485569e+03 5.091487523992320803e+02
1.614354126679462752e+03 5.128570057581572428e+02
1.669977927063339848e+03 5.993829174664106176e+02
1.766392514395393391e+03 6.648953934740881095e+02
1.777517274472168992e+03 7.501852207293665060e+02
1.758976007677543294e+03 8.305307101727445342e+02
1.655144913627639198e+03 8.824462571976965819e+02
1.585924184261036316e+03 9.652639155470247943e+02
1.484565259117082405e+03 9.491948176583491659e+02
1.285555662188099632e+03 9.170566218809979091e+02
1.060588291746641062e+03 9.504309021113242579e+02
8.714673704414586837e+02 9.306535508637234670e+02
8.801199616122841007e+02 9.640278310940498159e+02
8.319126679462571019e+02 1.034484644913627562e+03
4.511986564299423890e+02 9.220009596928981637e+02
5.315441458733204172e+02 8.194059500959691604e+02
4.425460652591169719e+02 6.364654510556620153e+02
3.720892514395392254e+02 5.585921305182339438e+02
