1.743157389635315440e+02 5.165652591170824053e+02
3.350067178502878278e+02 6.030911708253356664e+02
7.083042226487523294e+02 4.967879078694816144e+02
1.037102687140114995e+03 5.388147792706332666e+02
1.267014395393473933e+03 5.536477927063338029e+02
1.316457773512475796e+03 5.462312859884834779e+02
1.384442418426103814e+03 6.414097888675621562e+02
1.454899232245681560e+03 7.032140115163145992e+02
1.466023992322456706e+03 7.749069097888674378e+02
1.445010556621880824e+03 8.503080614203452114e+02
1.374553742802303077e+03 8.873905950095968365e+02
1.286791746641074951e+03 9.689721689059500704e+02
1.217571017274472069e+03 9.553752399232243988e+02
9.728262955854127085e+02 9.454865642994240034e+02
6.922351247600767010e+02 9.751525911708251897e+02
4.685038387715929957e+02 9.603195777351245397e+02
4.400738963531669015e+02 1.143260076775431799e+03
3.733253358925143175e+02 1.203828214971209036e+03
1.557744721689058451e+02 9.442504798464491387e+02
2.188147792706333234e+02 8.910988483685218853e+02
2.336477927063338598e+02 7.637821497120919503e+02
8.284548944337802823e+01 6.859088291746639925e+02
