4.227687140115161810e+02 4.065537428023030770e+02
5.748071017274471615e+02 5.313982725527829416e+02
9.159664107485604063e+02 4.436362763915544747e+02
1.201501919385796555e+03 4.819548944337809644e+02
1.420288867562379892e+03 4.868992322456812190e+02
1.477148752399232308e+03 4.807188099808059860e+02
1.558730326295585655e+03 5.907303262955852006e+02
1.595812859884837053e+03 6.377015355086371073e+02
1.600757197696736966e+03 6.933253358925142038e+02
1.590868522072936685e+03 7.687264875239923185e+02
1.532772552783109404e+03 8.095172744721686513e+02
1.453663147792706241e+03 9.084040307101726057e+02
1.369609404990403164e+03 8.923349328214969773e+02
1.200265834932821690e+03 8.688493282149710240e+02
9.641737044145874052e+02 8.985153550863722103e+02
7.935940499040306122e+02 8.985153550863722103e+02
8.207879078694817281e+02 9.702082533589250488e+02
7.725806142034548429e+02 1.017179462571976842e+03
3.807418426103646425e+02 8.688493282149710240e+02
4.746842610364682287e+02 7.823234165067176491e+02
4.474904030710172265e+02 6.599510556621880824e+02
2.880355086372359779e+02 5.128570057581572428e+02
