4.005191938579653197e+02 4.053176583493279850e+02
5.500854126679462297e+02 4.473445297504796372e+02
9.097859884836851734e+02 3.398051823416504931e+02
1.286791746641074951e+03 4.139702495201533452e+02
1.510523032629558656e+03 4.658857965451054497e+02
1.569855086372360802e+03 4.634136276391552087e+02
1.625478886756237898e+03 5.684808061420343392e+02
1.697171785028790964e+03 6.278128598848367119e+02
1.707060460652591246e+03 7.032140115163145992e+02
1.666269673704414799e+03 7.798512476007675787e+02
1.589632437619961820e+03 8.107533589251439707e+02
1.496926103646832871e+03 8.898627639155469069e+02
1.390622840690979046e+03 8.601967370441458343e+02
1.207682341650671788e+03 8.416554702495200218e+02
9.987840690978886187e+02 8.737936660268712785e+02
8.825921305182340575e+02 8.614328214971208126e+02
9.406880998080613381e+02 9.046957773512474432e+02
8.788838771593090087e+02 9.393061420345487704e+02
5.167111324376198809e+02 8.218781190019192309e+02
5.500854126679462297e+02 7.291717850287906231e+02
4.746842610364682287e+02 6.191602687140112948e+02
2.979241842610364301e+02 5.610642994241841279e+02
