5.006420345489442525e+02 4.176785028790784509e+02
6.600969289827254443e+02 4.955518234165065223e+02
9.641737044145874052e+02 4.226228406909787623e+02
1.275666986564299350e+03 4.720662188099806826e+02
1.496926103646832871e+03 4.695940499040304985e+02
1.542661228406909686e+03 4.770105566218808804e+02
1.609409788867562384e+03 5.783694817658347347e+02
1.668741842610364529e+03 6.401737044145871778e+02
1.676158349328215081e+03 7.032140115163145992e+02
1.657617082533589382e+03 7.761429942418425298e+02
1.577271593090211354e+03 7.996285988483683695e+02
1.496926103646832871e+03 8.614328214971208126e+02
1.414108445297504659e+03 8.416554702495200218e+02
1.228695777351247671e+03 8.181698656429941821e+02
1.045755278310940412e+03 8.169337811900190900e+02
9.184385796545105904e+02 8.156976967370439979e+02
1.009908829174663879e+03 8.651410748560458615e+02
1.006200575815739057e+03 9.269452975047984182e+02
6.415556621880997454e+02 9.108761996161226762e+02
6.984155470249519340e+02 8.082811900191935592e+02
5.698627639155469069e+02 6.463541266794624107e+02
4.104078694817657151e+02 5.499395393474086404e+02
