8.064577735124759101e+02 6.086996161228405526e+02
1.104960652591170856e+03 7.430259117082534885e+02
1.771617082533589382e+03 5.440239923224567065e+02
2.425835892514396164e+03 7.181506717850285213e+02
2.823839731285989274e+03 7.629261036468332122e+02
2.953190978886756966e+03 7.604385796545104768e+02
3.092492322456814236e+03 9.569529750479845234e+02
3.206918426103647562e+03 1.068891554702495341e+03
3.221843570057582383e+03 1.198242802303263034e+03
3.177068138195777919e+03 1.354956813819577974e+03
3.030304222648753239e+03 1.419632437619961820e+03
2.891002879078695514e+03 1.544008637236084951e+03
2.769114203454895232e+03 1.519133397312860097e+03
2.264146833013436208e+03 1.494258157389635471e+03
1.876093090211132676e+03 1.563908829174664106e+03
1.649728406909789101e+03 1.529083493282149902e+03
1.771617082533589382e+03 1.636047024952015818e+03
1.694503838771593109e+03 1.767885796545106132e+03
9.382965451055659969e+02 1.519133397312860097e+03
1.067647792706334030e+03 1.354956813819577974e+03
9.382965451055659969e+02 1.098741842610364756e+03
6.323310940499039816e+02 9.295902111324376165e+02
