5.710988483685219990e+02 4.770105566218808804e+02
6.909990403071017226e+02 5.758973128598846642e+02
1.001256238003838803e+03 5.153291746641073132e+02
1.289263915547025135e+03 5.882581573896351301e+02
1.512995201535508841e+03 6.117437619961610835e+02
1.576035508637236035e+03 6.067994241842608290e+02
1.639075815738963684e+03 6.995057581573893231e+02
1.699643953934741148e+03 7.563656429942417390e+02
1.702116122840690878e+03 8.280585412667944638e+02
1.687283109404990228e+03 8.972792706333971182e+02
1.616826295585412481e+03 9.343618042226486295e+02
1.538952975047984637e+03 1.018415547024951934e+03
1.474676583493282124e+03 1.007290786948176446e+03
1.224987523992322622e+03 9.454865642994240034e+02
1.028450095969289578e+03 9.850412667946254714e+02
8.924808061420345666e+02 9.529030710172743284e+02
9.468685220729365710e+02 1.034484644913627562e+03
9.048416506717850325e+02 1.098761036468330076e+03
5.327802303262955093e+02 9.467226487523990954e+02
6.230143953934740466e+02 8.540163147792704876e+02
5.822236084452974865e+02 7.019779270633397346e+02
4.487264875239922048e+02 5.882581573896351301e+02
