4.511986564299423890e+02 4.473445297504796372e+02
5.921122840690978819e+02 4.967879078694816144e+02
9.258550863723609154e+02 4.275671785028790168e+02
1.263306142034548884e+03 5.128570057581572428e+02
1.464787907869481842e+03 5.116209213051821507e+02
1.505578694817658288e+03 5.116209213051821507e+02
1.566146833013435753e+03 6.092715930902110131e+02
1.630423224568138266e+03 6.710758157389633425e+02
1.636603646833013499e+03 7.365882917466409481e+02
1.613118042226487432e+03 8.169337811900190900e+02
1.537716890595009772e+03 8.416554702495200218e+02
1.451190978886756056e+03 9.145844529750478387e+02
1.405455854126679696e+03 9.022236084452974865e+02
1.184196737044145721e+03 8.775019193857965547e+02
9.629376199616123131e+02 9.145844529750478387e+02
8.133714011516314031e+02 8.898627639155469069e+02
8.492178502879079360e+02 9.677360844529747510e+02
8.010105566218809372e+02 1.013471209213051679e+03
4.932255278310939843e+02 8.490719769673703468e+02
5.179472168905949729e+02 7.551295585412666469e+02
5.043502879078693582e+02 6.636593090211131312e+02
3.844500959692896913e+02 6.006190019193855960e+02
