5.451410748560459751e+02 4.522888675623799486e+02
6.761660268714010726e+02 5.215095969289825462e+02
9.950758157389635699e+02 4.399280230326294827e+02
1.237348368522073088e+03 4.770105566218808804e+02
1.473440499040307259e+03 4.535249520153549838e+02
1.527828214971209036e+03 4.473445297504796372e+02
1.594576775431861734e+03 5.524117082533587109e+02
1.626714971209213218e+03 6.018550863723606881e+02
1.629187140115163402e+03 6.475902111324375028e+02
1.618062380038387801e+03 7.081583493282148538e+02
1.588396353166986501e+03 7.576017274472167173e+02
1.520411708253358938e+03 8.589606525911705148e+02
1.466023992322456706e+03 8.478358925143952547e+02
1.229931861804222535e+03 8.082811900191935592e+02
1.043283109404990228e+03 8.713214971209212081e+02
9.419241842610364301e+02 8.651410748560458615e+02
9.963119001919386619e+02 9.145844529750478387e+02
9.579932821497121722e+02 9.566113243761994909e+02
6.106535508637235807e+02 8.960431861804221398e+02
6.724577735124759101e+02 8.033368522072935320e+02
5.982927063339731149e+02 6.587149712092129903e+02
4.474904030710172265e+02 5.882581573896351301e+02
